comments,label,comments_cleaned
đóng gói sản phẩm phải gọi là đẹp xuất sắc luôn cực thích sẽ quay lại ủng hộ lần sau,0,đóng_gói sản_phẩm gọi đẹp xuất_sắc cực ủng_hộ
đóng gói sản phẩm đẹp và chắc chắn chất lượng tốt đã mua vài lần rồi đều ok,0,đóng_gói sản_phẩm đẹp chắc_chắn chất_lượng mua ok
mua của shop lâu rùi lúc nào cũng ưng hết ý đợt này giảm giá còn siêu rẻ 3 ưng quá ưng luôn,0,mua shop rùi lúc_nào ưng hết_ý đợt giảm_giá siêu rẻ 3 ưng ưng
ok ạ,0,ok
màu lên đẹp mịn môi giao hàng nhanh chóng vote 5 sao,0,màu đẹp mịn môi giao hàng nhanh_chóng vote 5
son khô đánh lên môi kiểu không đều màu,1,son khô đánh môi kiểu màu
giao hàng hơi chậm nhưng cách đóng gói sản phẩm quá ưng nên vẫn cho 5 về chất son thì phải nói là chất son cực kì đẹp mịn môi nữa đánh son lên mà cứ tưởng không đánh quá thích hàng chuẩn auth giá cả lại hợp lí sẽ ghé shop nhiều lần nữa ❤,0,giao hàng hơi chậm đóng_gói sản_phẩm ưng 5 chất son chất son cực_kì đẹp mịn môi đánh son tưởng đánh quá hàng chuẩn auth giá_cả hợp_lí ghé shop nữa ❤
giao hàng nhanh màu lên đẹp chất son mướt không khô môi mới đánh nên không biết giữ được màu lâu không nói chung hài lòng,0,giao hàng màu đẹp chất son mướt khô môi đánh không màu không nói_chung hài_lòng
chất son tốt nhưng lên màu không giống trong hình,2,chất son màu hình
vừa có son là up ảnh khoe liền mua ngay giảm giá lớn lại được tặng túi siêu xịn siêu 😍 😙,0,son up ảnh khoe liền mua giảm_giá tặng túi siêu xịn siêu 😍 😙
màu son lên chuẩn tone nude cam này dùng làm base để đánh màu khác lên thì miên chê luôn thích son kem của bia rồi nên không có gì chê,0,màu son chuẩn tone nude cam base đánh màu lên miên chê son kem bia chê
xịn mịn không cần nói nhiều ạ,0,xịn mịn
son thơm đóng gói đẹp nhưng màu không giống hình lắm phải đặt mua thêm cây khác chứ màu này không hợp với mình,2,son thơm đóng_gói đẹp màu hình lắm mua màu không hợp
mua son bở vì đam mê cái màu saphire so đẹp mê ly còn chất son thì không thích lắm vì đẹp nên vẫn cho 5 sao,0,mua son bở đam_mê màu saphire đẹp mê_ly chất son lắm vì đẹp 5
chất lượng sản phẩm kém không mua kèm được sản phẩm 0 đồng chất lượng khác xa với hình ảnh mua màu 20 đỏ nhưng gửi về 20 không đỏ mà hồng tím quá xấu,1,chất_lượng sản_phẩm kém mua kèm sản_phẩm 0 đồng_chất_lượng hình_ảnh mua màu 20 đỏ gửi 20 không đỏ hồng tím xấu
son mịn thơm mượt và lì cực mình rửa qua nước phải chà mãi mới sạch được son có tem chống giảm ở phần thân khỏi lo mua phải hàng fake shop đóng gói cực cẩn thận nên son trong hộp hoàn toàn nguyên vẹn các bạn yên tâm mua nhé 😍,0,son mịn thơm mượt lì cực rửa chà_mãi sạch son tem chống thân lo mua phải hàng fake shop đóng_gói cực cẩn_thận son hộp hoàn_toàn nguyên_vẹn yên_tâm mua 😍
mua vì vỏ dễ thương thôi dù màu son cũng ok nhưng chất son này thiệt sự không hợp môi mình huhu vừa bột vừa đặc vừa khô cọ thiết kế cũng siêu khó tán dù dưỡng kỹ tẩy tẩy tế bào chết nhưng vẫn không đánh một mình được toàn phải đánh 1 lớp son bên dưới rồi mới dám chấm thêm 1 tí son này lên nói chung mua 1 lần rồi thôi,1,mua vỏ dễ_thương màu son ok chất son thiệt hợp môi huhu bột vừa đặc vừa khô cọ thiết_kế cũng siêu tán dù dưỡng kỹ tẩy tẩy tế_bào chết nhưng không đánh một_mình toàn đánh 1 lớp son dám chấm 1 tí son này nói_chung mua 1 rồi thôi
v6 blue siêu đỉnh son lên màu đẹp lâu trôi m4 bian rose nâu hơn mình tưởng đánh mùa đông hợp lí,0,v6 blue siêu đỉnh son màu đẹp trôi m4 bian rose nâu tưởng đánh mùa đông hợp_lí
đặt màu 06 giao 05,1,màu 06 giao 05
mình nghĩ màu son lên chuẩn hay không còn tùy vào base môi nữa nhưng màu ok chất son mịn,0,màu son chuẩn tùy base môi màu ok chất son mịn
khá tốt son màu hơi tươi và sắc cam nhiều nên mình không thích lắm còn chất son tốt khó trôi mà trôi thì để lại 1 lớp base hơi hướng cam hồng chút duyệt,0,son màu hơi tươi sắc cam lắm chất son tốt trôi trôi 1 lớp base hơi_hướng cam hồng chút duyệt
em mua vào đợt sales vừa rồi nhận hàng mới thấy bề ngoài của son không giống như mọi người đánh giá nhìn như son giả vậy chất son cũng bết dính tại hồi giờ em mua trên mạng toàn là son giả nên không còn gì lạ tưởng lên trang của shop sẽ có uy tín hơn ngờ lại gặp nữa thất vọng cực kỳ,1,mua đợt sales vừa_rồi hàng bề_ngoài son đánh_giá như son giả chất son bết dính hồi em mua mạng toàn son giả không lạ tưởng trang của shop uy_tín ngờ thất_vọng cực_kỳ
nhận được hàng khá nhanh nói chung là cũng ưng,0,hàng nói_chung ưng
son dưỡng và băng đô tai mèo thì rất xinh ok nhưng son black rouge mua nhà cỏ lúc đánh lên môi cứ bị nước nước mình đã sử dụng a12 và a15 mua chỗ khác thì đều ở dạng kem mịn đánh lên rất thích mình không biết do chất son ver 5 loãng hơn các ver trước hay do shop nữa nói chung mình không hài lòng lắm,1,son dưỡng băng đô tai mèo xinh ok son black rouge mua cỏ đánh môi nước sử_dụng a12 và a15 mua chỗ thì dạng kem mịn đánh lên rất mình chất son ver 5 loãng ver do shop nói_chung mình không hài_lòng lắm
lần đầu tiên mua hàng ở đây vì là shop mal nên yên tâm hàng đầy đủ tem mác và phụ đề tiếng việt nhé mình cực kỳ thích chất son của bia luôn vì rất mềm và mịn môi với lại rất lì tuy giao hàng hơi lâu xíu nhưng không sao rất đáng mua nha các bạn lần sau sẽ ủng hộ shop tiếp 😊,0,đầu_tiên mua hàng shop mal yên_tâm hàng đầy_đủ tem mác phụ_đề tiếng việt cực_kỳ chất son bia vì mềm và mịn môi rất lì giao hàng hơi xíu rất mua nha lần ủng_hộ shop tiếp 😊
chất lượng sản phẩm khá tốt tuy nhiên đơn vị giao hàng gì t ngâm hàng cực lâu,2,chất_lượng sản_phẩm tuy_nhiên đơn_vị giao hàng t ngâm hàng cực
mua hàng chính hãng còn rẽ hơn mấy shop gần nhà bán max yêu 🎁 😍 😘,0,mua hàng hãng rẽ mấy shop max yêu 🎁 😍 😘
hàng giao đúng sản phẩm đóng gói sản phẩm rất đẹp và chắc chắn có tem chứng nhận nên mình thấy yêm tâm,0,hàng giao sản_phẩm đóng_gói sản_phẩm đẹp chắc_chắn tem chứng_nhận yêm tâm
son đẹp lắm nhé son lì mịn mùi thơm nữa đóng gói cẩn thận ưng lắm,0,son đẹp lắm son lì mịn mùi thơm đóng_gói cẩn_thận ưng lắm
shop nhắn tin lịch sự giao hàng hơi chậm nhưng vì fre ship nên vẫn ok đóng gói rất đẹp nhìn vỏ son biết cách là hàng thật son thơm mùi dâu nhưng không quá nồng màu đẹp nếu không ăn uống thì giữ được rất lâu nhưng đụng nước là trôi liền bù lại lớp trong cùng lại siêu bám da màu cũng đẹp khá tự nhiên,0,shop nhắn_tin lịch_sự giao hàng hơi chậm fre ship ok đóng_gói đẹp vỏ son hàng son thơm mùi dâu nhưng nồng màu đẹp không ăn_uống rất nhưng đụng là trôi liền bù lớp lại siêu bám da_màu đẹp tự_nhiên
son mịn thơm lên môi lúc sau lì mịn nhưng hơi khô môi màu thì quá đẹp tông đỏ cam,0,son mịn thơm môi lì mịn hơi khô môi màu đẹp tông đỏ cam
mua ở shope mal nên yên tâm hàng chuẩn có tem chống hàng giả chất son mềm mịn không khô môi màu siêu đẹp nên mua nha,0,mua shope mal yên_tâm hàng chuẩn tem chống hàng giả chất son mềm mịn khô môi màu siêu đẹp nên mua nha
quá tuyệt vời son màu đẹp tôn da lại mềm môi nữa sản phẩm được gói cẩn thận,0,tuyệt_vời son màu đẹp tôn da mềm_môi sản_phẩm gói cẩn_thận
màu đẹp đóng gói chắc chắn giao hàng nhanh,0,màu đẹp đóng_gói chắc_chắn giao hàng
đóng gói đẹp và chắc chắn son lên màu rất đẹp sẽ ủng hộ shop dài dài,0,đóng_gói đẹp chắc_chắn son màu đẹp ủng_hộ shop dài_dài
shop giao hàng nhanh đặt từ hôm qua mà nay đã có rồi son đánh lên mịn môi lỳ và màu rất đẹp ạ ❤ 😍,0,shop giao hàng hôm_qua son đánh mịn môi lỳ màu đẹp ❤ 😍
giao hàng nhanh son lên màu chuẩn đẹp nhưng da mình hơi ngăm nên đánh lên môi nhìn màu hơi nhạt,0,giao hàng son màu chuẩn đẹp da hơi ngăm đánh lên môi màu hơi nhạt
giao hàng nhanh chất lượng sản phẩm tốt màu đẹp đóng gói cẩn thận,0,giao hàng chất_lượng sản_phẩm màu đẹp đóng_gói cẩn_thận
chất lượng sản phẩm tuyệt vời mua lần thứ n rồi vẫn thích đóng gói sản phẩm chắc chắn,0,chất_lượng sản_phẩm tuyệt_vời mua n đóng_gói sản_phẩm chắc_chắn
son dùng oke mềm môi,0,son oke mềm_môi
shop giao hàng nhanh đóng gói kỹ mua đơn hàng 30k trở lên được tặng cái gương cầm tay bé tí nhưng cute dã man mình chọn màu tím vì lạ hợp để quẩy son bám siêu dai tẩy trang chục lần muốn rách môi cũng không mất màu son có mùi trái cây hơi hóa học ăn uống chắc bao không trôi son 😆,0,shop giao hàng đóng_gói kỹ mua đơn hàng 30k trở tặng gương cầm bé tí cute dã_man màu tím lạ hợp quẩy son bám siêu dai tẩy_trang chục rách môi màu son mùi trái_cây hơi_hóa học ăn_uống bao không trôi son 😆
son chính hãng màu 15 đỏ hồng lên chuẩn và đẹp bạn nào thích nhẹ nhàng thì tô lòng môi rất yêu ful môi thì có thể sẽ hơi sẫm và khá sang phù hợp với mùa lạnh này chất son mềm mịn mùi thơm dịu nhẹ mình thấy rất hài lòng với sản phẩm,0,son hãng màu 15 đỏ hồng chuẩn đẹp nhẹ_nhàng tô môi yêu ful môi thì có_thể hơi sẫm và phù_hợp mùa lạnh chất son mềm mịn mùi thơm dịu nhẹ rất hài_lòng với sản_phẩm
son màu 15 đánh ra nhiều hồng khuyên các cậu cân nhắc thật kĩ trước khi quyết định mua em nó về chất son thì vẫn oki nhưng màu không được đẹp và nhanh trôi,2,son màu 15 đánh hồng khuyên cân_nhắc kĩ quyết_định mua chất son oki màu đẹp trôi
son được gói cận thận chưa tét nhử nhưng nhìn thì thấy son đẹp đó mong chất song ok,0,son gói cận thận tét nhử son đẹp mong chất song ok
son đánh thích lắm ạ shop giao hàng bọc trong hộp xinh lắm luôn,0,son đánh lắm shop giao hàng bọc hộp xinh lắm
bôi lên môi rất khô và đắng,1,bôi môi khô đắng
son lên màu đẹp chất son mịn thơm lên môi khá trắng răng đóng gói rất đẹp nói chung là đáng tiền lắm,0,son màu đẹp chất son mịn thơm lên môi trắng đóng_gói đẹp nói_chung tiền lắm
lần đầu tiên mua bia nhừn ưng lắm nha chất son mịn mượt không nặng môi màu 14 là tông đỏ đất nha,0,đầu_tiên mua bia nhừn ưng lắm nha_chất son mịn mượt môi màu 14 tông đỏ đất nha
shop tư vấn rất nhiệt tình giao hàng nhanh đóng gói chắc chắn,0,shop tư_vấn nhiệt_tình giao hàng đóng_gói chắc_chắn
màu đẹp son xinh đóng gói tốt giao hàng hơi lâu xíu nhưng bù lại son lên màu đẹp,0,màu đẹp son xinh đóng_gói giao hàng hơi xíu bù son màu đẹp
chất son mịn mà không nặng môi sau vài phút son sét lại thì giữ được lâu ăn uống cũng chỉ trôi tầm 30 40 tùy thuộc vào mình tô đậm hay nhạt mua của oficial store giá cao hơn shop ngoài nhưng mình tin tưởng chất lượng hơn mình mua rồi đưa các chị em công ty thử chắc hết gần nửa lọ son,0,chất son mịn môi phút son sét ăn_uống trôi tầm 30 40 tùy tô đậm nhạt mua oficial store giá shop mình tin_tưởng chất_lượng hơn mình mua chị_em công_ty thử nửa lọ_son
yêu luôn cái màu 25 này ❤ 💕 💞,0,yêu màu 25 ❤ 💕 💞
đẹp mượt hơi khô màu 25 hơi già dặn một chút bạn nào ten ten chắc không hợp,0,đẹp mượt hơi khô màu 25 hơi già_dặn một_chút ten ten hợp
gói hàng cẩn thận hộp đẹp chất son mềm mịn ổn với giá thành nói chung ok,0,gói hàng cẩn_thận hộp đẹp chất son mềm mịn ổn giá_thành nói_chung ok
phải nói là ưng son về màu lẫn chất son son lên môi mịn lắm son như không son vậy đó có mùi thơm như kẹo singum vậy đó son lì nữa không kén da nên mua đi nha chị em ơi 😍 😘,0,ưng_son màu lẫn chất son son môi mịn lắm son như_không son mùi thơm kẹo singum vậy đó son lì kén da mua đi nha chị_em 😍 😘
đã nhận hàng oke,2,hàng oke
màu son đẹp hợp ý mình,0,màu son đẹp hợp_ý
khi thoa có cảm giác rít môi nặng môi không thoải mái mình mới vừa chuyển sang sử dụng dùng thích hơn giữ ẩm cũng tốt hơn,1,thoa cảm_giác rít môi môi thoải_mái sử_dụng ẩm hơn
hàng rất chất lượng,0,hàng chất_lượng
son thơm mùi kẹo lên màu siêu đẹp,0,son thơm mùi kẹo màu siêu đẹp
giao hàng nhanh son lên màu đẹp đúng mau chất son lì mình đã test thử và không bị trôi,0,giao hàng son màu đẹp mau chất son lì test thử trôi
màu đẹp đóng gói chắc chắn shop phục vụ tốt giao hàng nhanh,0,màu đẹp đóng_gói chắc_chắn shop phục_vụ giao hàng
son tốt rẻ so với thị trường mà lại xịn,0,son rẻ thị_trường mà_lại xịn
shop giao hàng nhanh đóng gói hàng cẩn thận màu đẹp lắm hihi ❤,0,shop giao hàng đóng_gói hàng cẩn_thận màu đẹp lắm hihi ❤
gưong tặng kèm rất cute v,0,gưong tặng kèm cute v
sản phẩm rất đẹp rất ưng ý đóng gói sản phẩm rất đẹp và chắc chắn,0,sản_phẩm đẹp rất ưng_ý đóng_gói sản_phẩm rất đẹp chắc_chắn
son đánh siêu xinh giao hàng thì hơi chậm nhưng mua được giá sale nên thích không,0,son đánh siêu xinh giao hàng hơi chậm mua giá sale
chất son mướt và đặc biệt là rất lì ăn xong vẫn có 1 lớp base hồng tự nhiên trên môi,0,chất son mướt đặc_biệt lì xong 1 lớp base hồng tự_nhiên môi
gói hàng rất sơ sài ạ chưa dùng nên không nhận xét được giao hàng nhanh,2,gói hàng sơ_sài nhận_xét giao hàng
đóng gói rất đẹp giao hàng nhanh mình mua hai son nên được tặng một cái túi chất son mịn nên màu đẹp,0,đóng_gói đẹp giao hàng mua hai son tặng túi chất son mịn nên màu đẹp
hàng được đóng gói cẩn thận không bị méo hộp chất son mềm nên dùng kèm kem dưỡng ở lâu trong điều hòa cảm thấy khô môi,0,hàng đóng_gói cẩn_thận méo hộp chất son mềm kèm kem dưỡng hòa cảm khô môi
chất son lì đánh không bị khô môi chất lượng rất tuyệt vời giao hàng nhanh,0,chất son lì đánh khô môi chất_lượng tuyệt_vời giao hàng
rất thích son của bia hàng gói cẩn thận đẹp và giao hàng nhanh ưng,0,son bia hàng gói cẩn_thận đẹp giao hàng ưng
giao hàng lâu nhưng son đẹp,0,giao hàng son đẹp
đẹp màu hồng cam đào rất bắt màu da,0,đẹp màu hồng cam đào bắt màu_da
son đẹp chất mịn gh nhanh shop nhiệt tình sẽ tiếp tục ủng hộ lần tới,0,son đẹp chất mịn gh shop nhiệt_tình tiếp_tục ủng_hộ
cực kỳ bực bội shop sản phẩm giá sốc kèm theo phực tạp làm cho người mua hàng dễ hiểu lầm,1,cực_kỳ bực_bội shop sản_phẩm_giá sốc kèm phực tạp mua hàng lầm
hàng về cực nhanh luôn không phải chờ đợi lâu cực kì tuyệt vì hàng cực kì chất lượng shop bọc hàng kĩ dã man shop có tâm kinh khủng hàng đẹp đúng mã màu luôn vì là fan chung thành của bia nên sẽ ủng hộ shop nhiệt tình ❤ 💗 😍 😘 🤩,0,hàng cực chờ_đợi cực_kì tuyệt hàng cực_kì chất_lượng shop bọc hàng kĩ dã_man shop tâm kinh_khủng hàng đẹp mã màu luôn vì fan thành bia ủng_hộ shop nhiệt_tình ❤ 💗 😍 😘 🤩
giao hàng nhanh lắm luôn hàng đóng gói rất cẩn thận son rất ưng luôn í màu lên đẹp mướt mà còn thơm nữa chứ không chê vào đâu được,0,giao hàng lắm hàng đóng_gói cẩn_thận son rất ưng luôn í màu đẹp mướt thơm chê
son lên màu đẹp lâu trôi giao hàng nhanh nhiệt tình,0,son màu đẹp trôi giao hàng nhiệt_tình
đóng gói sp đẹp chắc chắn chất son ẩm mượt màu 1 13 lên môi mình đều thành tông đỏ 😂,0,đóng_gói sp đẹp chắc_chắn chất son ẩm mượt màu 1 13 môi thành tông đỏ 😂
chất son mướt mịn nên mua nha,0,chất son mướt mịn mua nha
tôi đặt hàng 4 thỏi son nhưng lúc nhận chỉ có 1 thỏi như này không hiểu shop làm ăn kiểu gì 4 thỏi 10k giờ 1 thỏi cũng 10k đề nghị lần sau shop làm ăn cẩn thận hơn tiếc là không có 0,1,đặt_hàng 4 thỏi son 1 thỏi shop làm_ăn kiểu 4 thỏi 10k 1 thỏi 10k đề_nghị shop làm_ăn cẩn_thận tiếc không có 0
giao thiếu son tặng kèm,1,giao son tặng kèm
son siêu xinh bôi lên rất nhẹ không bị khô nhưng khi ăn dễ bị trôi,0,son siêu xinh bôi nhẹ khô bị trôi
đóng gói sản phẩm kĩ và rất đẹp son tốt và giao hàng rấy nhanh,0,đóng_gói sản_phẩm kĩ đẹp son và giao hàng rấy
son ok mua màu v6 lì không mịn lắm chất tựa tựa son tint khong thơm lắm khó tán ra môi,2,son ok mua màu v6 lì mịn lắm chất tựa tựa son tint khong thơm lắm tán môi
chất son mịn rất thích đúng kiểu mình thích đóng gói sản phẩm đẹp chắc chắn,0,chất son mịn kiểu thích đóng_gói sản_phẩm đẹp chắc_chắn
thời gian giao hàng nhanh đóng gói sản phẩm đẹo và chắc chắn,0,thời_gian giao hàng đóng_gói sản_phẩm đẹo chắc_chắn
mình chưa nhận được hàng sao lại báo là giao hàng thành công ạ,1,hàng báo giao hàng thành_công
son lên màu rất đẹp gói kĩ và xinh cám ơn shop sẽ ủng hộ nhiều ạ,0,son màu đẹp gói kĩ xinh cám_ơn shop ủng_hộ
đóng gói chắc chắn son có tem đảm bảo màu rất xinh giao hàng hơi lâu,0,đóng_gói chắc_chắn son tem đảm_bảo màu xinh giao hàng hơi
chỉ có một cây son mà cho vào cái hộp to đùng không có giảm sóc gì,1,son hộp to_đùng có sóc
son như hình chất son nhanh trôi có mùi sáp màu không giống với mẫu,1,son hình chất son trôi mùi sáp màu mẫu
mình không dám dùng luôn vừa mở ra đã gãy luôn một khúc,1,dám gãy luôn khúc
lên màu chuẩn sau 1 lần quẹt hợp với gia mình bao bì siêu xinh vỏ son cầm chắc tay son mướt mềm không bị khô,0,màu chuẩn 1 quẹt hợp gia bao_bì siêu xinh vỏ son cầm_chắc_tay son mướt mềm khô
son thơm mềm mịn và siêu lì nha giao hàng đúng hẹn đóng gói chắc chắn,0,son thơm mềm mịn siêu lì nha giao hàng hẹn đóng_gói chắc_chắn
nhận được hàng cảm thấy khá là ok chất son mịn màu lên đẹp mỗi tội không giống tưởng tượng cho lắm,2,hàng cảm_thấy ok chất son mịn màu đẹp tội tưởng_tượng lắm
mua đến cây thứ 2 rồi hàng chính hãng màu 2 này đánh nền khá xinh chèn thêm một màu đậm hơn thì xinh xẻo bạn nào muốn tìm son lì thì cây này không lì lắm đâu độ bám màu cũng khoảng 3 4 tiếng không ăn uống gì rất đáng thử,0,mua 2 hàng hãng màu 2 đánh xinh chèn màu đậm xinh_xẻo son lì thì cây này lì lắm độ bám màu 3 4 tiếng không ăn_uống thử
son màu không giống ảnh trên bảng màu mua màu 20 mà mở ra đúng số nhưng đánh lên là hồng tím chả có tí đỏ nào shop đóng gói hàng cẩn thận,1,son màu ảnh bảng_màu mua màu 20 đánh hồng tím chả tí đỏ shop đóng_gói hàng cẩn_thận
màu mỏng mấy bạn môi thâm không nên mua vì khó lên màu chuẩn bám lâu không đậm như trong ảnh,2,màu mỏng mấy môi thâm mua màu chuẩn bám không đậm ảnh
màu 25 quá đẹp chất sơn mịn nhẹ môi màu lên đẹp 1 quẹt là lên màu ok,0,màu 25 đẹp chất sơn mịn nhẹ môi màu đẹp 1 quẹt lên màu ok
son thơm chất son dễ tán khá lì màu son hồng đất nhẹ nhàng phù hợp cho da sáng màu 1 xíu thì sẽ rất xinh,0,son thơm chất son tán lì màu son hồng đất_nhẹ_nhàng phù_hợp da màu 1 xíu xinh
cây thứ 5 mỗi màu thì chất son có vẻ khác nhau chút xíu màu 12 này không được bám như 1 và 15 chât lượng uy tín thì khỏi bàn cãi he đóng gói cũng xịn xò làm biếng chụp hìn 😂,0,5 màu chất son vẻ chút_xíu màu 12 bám 1 15 chât uy_tín thì bàn_cãi he đóng_gói xịn xò làm_biếng chụp hìn 😂
sản phẩm tốt đóng hàng đẹp chắc chắn 👍,0,sản_phẩm đóng hàng đẹp chắc_chắn 👍
rất thích,0,
đầu tiên nhận sp thấy được vỏ hộp riêng của bia đã thấy đẹp rồi nha bóc son ra tem mác đoàng hoàng có xuất xứ còn có cả thiệp nữa nói chuyện là rất ưng nha,0,đầu_tiên sp vỏ hộp bia thấy đẹp nha bóc son tem mác đoàng hoàng xuất_xứ có thiệp nói_chuyện ưng_nha
giao hàng thiếu trả lời tin nhắn lâu,1,giao hàng trả_lời nhắn
mở son ra nó pị bể đầu,1,son pị bể đầu
mua đk 2 màu đẹp lắm lên màu chuẩn mùi thơm nhẹ mua lần 2 của shop rồi ưng lắm,0,mua đk 2 màu đẹp lắm màu chuẩn mùi thơm nhẹ mua 2 shop ưng lắm
hài lòng đóng gói cẩn thận chổi son mịn chúc shop kinh doanh tốt,0,hài_lòng đóng_gói cẩn_thận chổi son mịn chúc shop kinh_doanh
hàng đã về đến tay em rồi ạ hàng đóng gói khá chắc chắn giao hàng nhanh hơn dự kiến màu son lên môi đẹp,0,hàng hàng đóng_gói chắc_chắn giao hàng dự_kiến màu son môi đẹp
hàng chuẩn shop giao hàng nhanh đóng gói kĩ 😂 🥰,0,hàng chuẩn shop giao hàng đóng_gói kĩ 😂 🥰
sản phẩm dùng rất ok nhé lần đầu tiên mình mua môi lên màu đẹp lắm rất đáng mua nhé,0,sản_phẩm ok đầu_tiên mua môi màu đẹp lắm rất mua nhé
trời ơi cưng quá trời mê thật sự á chưa tô thử nhưng swatch ra tay thấy 3 màu đều yêu thương ghê lun á dt09 v6 và m2 mình săn được giá và có voucher nữa nên giá lại càng siêu hời hy vọng 1 năm sẽ chăm chỉ dùng hết chỗ son này 🥰,0,trời cưng trời mê thật_sự tô thử swatch ra_tay 3 màu yêu_thương ghê lun á dt09 v6 m2 săn giá và voucher giá siêu hời hy_vọng 1 chăm_chỉ chỗ son 🥰
son đúng màu shop nhiệt tình vui vẻ màu son khỏi phải chê sẽ ủng hộ shop dài dại ạ,0,son màu shop nhiệt_tình vui_vẻ màu son chê ủng_hộ shop dài_dại
màu đẹp nhưng nhanh trôi cực kì,2,màu đẹp trôi cực_kì
son thơm dã man nhưng dùng khô môi với vón cục huhu nói chung với giá ấy thì ổn nhé,2,son thơm dã_man khô môi vón cục huhu nói_chung với giá ổn
đẹp lắm ạ cảm ơn shop,0,đẹp lắm cảm_ơn shop
shop cực dth được tặng thiếp giáng sinh mua 2 lần rồi hàng của shop ok lắm 🥰,0,shop cực dth tặng thiếp giáng_sinh mua 2 hàng shop ok lắm 🥰
son đẹp chính hãng được tặng hộl cute lắom luôn ấy ạ còn có thiệp chúc mừng ngày 20 1 nữa,0,son đẹp hãng tặng hộl cute lắom thiệp chúc_mừng 20 1
son màu đẹp không quá khô môi giao hàng nhanh đáng mua,0,son màu đẹp khô môi giao hàng mua
son xinh lung linh luôn ạ thời gian giao hàng nhanh shop gửi hàng cũng rất nhanh chóng sẽ ủng hộ dài dài ạ,0,son xinh lung_linh thời_gian giao hàng shop gửi hàng nhanh_chóng ủng_hộ dài_dài ạ
màu đẹp chất son ok giao hàng nhanh chóng và tư vấn nhiệt tình,0,màu đẹp chất son ok giao hàng nhanh_chóng tư_vấn nhiệt_tình
chất lượng thì khỏi bàn nên màu chuẩn mua ở shope mal nên khá yên tâm vô cùng hài lòng ở khoản đóng gói của shop đặt bên giao hàng nên thời gian nhận hàng khá lâu,0,chất_lượng bàn màu chuẩn mua shope mal nên yên_tâm vô_cùng hài_lòng ở khoản đóng_gói shop giao hàng nên thời_gian hàng khá
màu đẹp không hẳn lì như nam châm giống quảng cáo giao hàng nhanh,0,màu đẹp hẳn lì nam_châm quảng_cáo giao hàng
màu son và chất son đẹp bám màu tốt chỉ có điều không có ngày sản xuất thôi,0,màu son chất son đẹp bám màu có_điều sản_xuất
shop không có hàng sẵn nên giao hàng hơi lâu bù lại màu son đẹp chính hãng date mới cảm ơn shop son mùi singum nhẹ,0,shop hàng sẵn giao hàng hơi bù màu son đẹp hãng date cảm_ơn shop son mùi singum nhẹ
màu 2 đúng chất là màu cam sữa luôn chất son bia thì không còn gì để nói son lên cực kì mượt mà có ẩm nên không hề bị khô môi nhưng vì vậy nó sẽ không lì lắm bù lại đánh nude lại rất đẹp,0,màu 2 chất màu cam sữa chất son bia son cực_kì mượt_mà ẩm không hề khô môi vì_vậy không lì lắm bù đánh nude lại đẹp
mua lần thứ 3 ở shop son chuẩn okie bình luận thêm cho đủ năm mươi kí tự ahihihi,0,mua 3 shop son chuẩn okie bình_luận mươi kí_tự ahihihi
màu siêu xinh giao hàng nhanh đóng gói sản phẩm chắc chắn ❤,0,màu siêu xinh giao hàng đóng_gói sản_phẩm chắc_chắn ❤
chất son đẹp ❤,0,chất son đẹp ❤
giao hàng đầy đủ son dưỡng vừa mở ra rất thơm mùi hơi có vẻ dầu dừa tùy nhiên lần thứ hai bôi thấy vón cục và hoàn toàn không còn mùi cảm giác như fake vậy,1,giao hàng đầy_đủ son dưỡng thơm mùi hơi vẻ dầu dừa tùy_nhiên hai bôi vón cục hoàn_toàn mùi cảm_giác fake_vậy
son trà xanh nhưng mình nghe mùi dầu dừa hơi nhiều son lên không màu nhé mình có thử làm son lót thoa son màu lên thì lên màu không đẹp son vào môi khá nặng nên mình dùng làm son ngủ thôi,1,son trà xanh mùi dầu dừa hơi son màu mình thử son lót thoa son màu lên lên màu không đẹp son môi mình làm son ngủ
cho 3 sao vì đóng gói quá ẩu tả không bọc thêm bọc chống sốc mà gửi tận hồ chí minh,2,3 đóng_gói ẩu_tả bọc bọc chống sốc gửi tận hồ chí minh
đúng màu son mình thích tuyệt vời 💯,0,màu son tuyệt_vời 💯
giao nhanh mềm môi không gây cảm giác khô môi rất lì v,0,giao mềm_môi cảm_giác khô môi lì v
giao hàng nhanh đóng gói đẹp nhưng son lên màu xấu không giống hình ảnh,1,giao hàng đóng_gói đẹp son màu xấu hình_ảnh
son đẹp lắm ạ mua lại lần 2 vì màu 25 rất đẹp màu 25 hết nhanh lắm nên mọi người phải canh nha,0,son đẹp lắm mua 2 màu 25 đẹp màu 25 lắm canh nha
son màu đẹp shop giao hàng nhanh nhưng màu dễ bay không lỳ lắm ăn uống xong là trôi mất lớp son ở lòng môi rồi,2,son màu đẹp shop giao hàng màu bay lỳ lắm ăn_uống xong trôi lớp son môi
một chữ thôi xịn,0,chữ xịn
tôi yêu shop vì shop bán son quá đỉnh hàng chuẩn nha các bác có hàng là phải mua ngay không hết lại tiếc ❤,0,yêu shop shop son đỉnh hàng chuẩn nha hàng mua tiếc ❤
